# gyro bias (body, rad/s): -0.001636	0.000448	0.001663
# corner resolved: [-1,+1,+1]  place_offset=3.097 deg  (best_dot=0.6135 runner_up=[-1,-1,+1] dot=0.6033)
# WARNING: best and runner-up corners are close -- cube may not
#   be resting stably on a single corner yet. Recheck before Stage 2.
t_ms	pulse_wheel	tau_Nm	pulse_active	phi_x_deg	phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z
# send c to re-resolve the corner candidate, w<0/1/2> to pick
# a wheel (0=X 1=Y 2=Z), p to fire a pulse, t<Nm> to change its
# size (try t0.08 if 0.05 doesn't move it)
# HOLD/BRACE THE CUBE FIRMLY BEFORE SENDING p
# WiFi build: d<N> sets telht pulse is CANCELLED
#   if no line arrives on Serial1 for 300 ms.
t_ms	pulse_wheel	tau_Nm	pulse_active	phi_x_deg	phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z
15987	0	0.0000	0	-0.814	-38.567	36.844	-11.34	-12.81	2.12	-0.035	-0.021	0.011
15994	0	0.0000	0	-0.868	-38.604	36.832	-10.86	-12.71	1.96	-0.025	-0.027	0.012
16001	0	0.0000	0	-0.924	-38.643	36.820	-10.43	-12.65	1.58	-0.015	-0.069	-0.006
16008	0	0.0000	0	-0.979	-38.684	36.812	-9.70	-12.81	1.86	0.001	-0.081	-0.014
16016	0	0.0000	0	-1.030	-38.729	36.811	-9.31	-12.83	1.92	0.004	-0.076	-0.020
16023	0	0.0000	0	-1.070	-38.770	36.816	-8.46	-13.62	2.17	0.013	-0.051	-0.036
16030	0	0.0000	0	-1.100	-38.808	36.827	-7.56	-14.26	2.23	0.021	-0.022	-0.028
16037	0	0.0000	0	-1.121	-38.845	36.844	-6.77	-14.74	1.92	0.013	-0.011	-0.030
16044	0	0.0000	0	-1.134	-38.878	36.865	-6.15	-14.73	1.50	0.021	0.016	-0.013
16051	0	0.0000	0	-1.143	-38.907	36.886	-5.61	-14.75	0.97	0.030	0.033	-0.003
16057	0	0.0000	0	-1.143	-38.933	36.910	-4.54	-15.09	0.46	0.021	0.048	0.001
16064	0	0.0000	0	-1.144	-38.959	36.935	-3.70	-15.64	0.17	0.028	0.059	0.021
16072	0	0.0000	0	-1.138	-38.981	36.962	-2.75	-16.38	-0.04	0.005	0.072	0.028
16079	0	0.0000	0	-1.130	-39.001	36.988	-1.94	-16.42	-0.17	-0.003	0.057	0.030
16086	0	0.0000	0	-1.121	-39.016	37.011	-0.92	-16.71	-0.37	-0.021	0.029	0.029
16093	0	0.0000	0	-1.106	-39.029	37.036	-0.12	-16.69	-0.88	-0.036	0.012	0.041
16100	0	0.0000	0	-1.088	-39.037	37.060	0.84	-16.68	-1.64	-0.020	-0.022	0.049
16107	0	0.0000	0	-1.061	-39.041	37.088	1.50	-16.47	-1.87	-0.027	-0.043	0.030
16114	0	0.0000	0	-1.030	-39.045	37.120	2.41	-16.74	-2.31	-0.016	-0.055	0.033
16121	0	0.0000	0	-0.988	-39.046	37.157	3.34	-17.11	-2.76	-0.002	-0.052	0.012
16128	0	0.0000	0	-0.934	-39.043	37.201	4.17	-17.34	-3.25	0.012	-0.057	0.016
16135	0	0.0000	0	-0.871	-39.037	37.251	5.06	-17.44	-3.61	0.038	-0.064	-0.002
16142	0	0.0000	0	-0.800	-39.029	37.306	5.15	-17.56	-3.90	0.042	-0.058	-0.036
16149	0	0.0000	0	-0.721	-39.017	37.364	5.90	-17.52	-4.38	0.055	-0.030	-0.027
16156	0	0.0000	0	-0.629	-38.999	37.427	6.18	-17.50	-5.21	0.066	0.016	-0.033
16163	0	0.0000	0	-0.531	-38.976	37.491	6.51	-17.34	-5.91	0.072	0.029	-0.023
16170	0	0.0000	0	-0.427	-38.950	37.557	6.49	-16.87	-6.99	0.067	0.046	-0.016
16177	0	0.0000	0	-0.321	-38.921	37.623	6.48	-16.67	-7.39	0.062	0.062	-0.013
16184	0	0.0000	0	-0.211	-38.890	37.689	6.59	-16.14	-8.15	0.051	0.036	-0.002
16191	0	0.0000	0	-0.096	-38.856	37.756	6.33	-15.64	-9.02	0.034	0.046	0.016
16198	0	0.0000	0	0.021	-38.818	37.822	6.39	-15.15	-10.00	0.010	0.015	0.021
16205	0	0.0000	0	0.137	-38.779	37.888	6.06	-14.56	-10.35	-0.019	-0.021	0.028
16212	0	0.0000	0	0.252	-38.740	37.951	5.81	-13.82	-11.16	-0.028	-0.025	0.024
16219	0	0.0000	0	0.368	-38.699	38.013	5.12	-13.22	-11.50	-0.043	-0.047	0.020
16226	0	0.0000	0	0.485	-38.656	38.074	4.72	-12.95	-12.00	-0.055	-0.032	0.015
16233	0	0.0000	0	0.604	-38.611	38.134	4.43	-12.59	-12.50	-0.031	-0.035	-0.004
16240	0	0.0000	0	0.722	-38.563	38.192	3.96	-12.32	-12.83	-0.030	-0.031	0.007
16247	0	0.0000	0	0.840	-38.512	38.246	3.79	-12.11	-13.39	-0.032	-0.012	-0.005
16254	0	0.0000	0	0.953	-38.461	38.296	3.71	-12.06	-14.21	-0.026	0.012	-0.003
16261	0	0.0000	0	1.062	-38.408	38.340	3.31	-11.79	-15.14	-0.004	-0.003	-0.016
16268	0	0.0000	0	1.168	-38.354	38.381	2.67	-10.90	-15.81	0.025	0.015	-0.008
16275	0	0.0000	0	1.261	-38.303	38.413	2.32	-10.49	-16.61	0.031	0.019	-0.016
16282	0	0.0000	0	1.352	-38.252	38.443	1.64	-9.97	-17.30	0.041	0.019	-0.019
16289	0	0.0000	0	1.437	-38.203	38.471	0.79	-9.32	-17.42	0.049	0.017	-0.017
16296	0	0.0000	0	1.522	-38.155	38.498	0.37	-9.37	-17.47	0.047	0.017	-0.030
16303	0	0.0000	0	1.607	-38.105	38.524	0.06	-9.40	-17.76	0.026	0.019	-0.007
16310	0	0.0000	0	1.693	-38.054	38.550	-0.20	-9.59	-17.95	-0.002	0.026	-0.033
16317	0	0.0000	0	1.779	-38.003	38.576	-0.19	-9.89	-18.08	-0.023	0.036	-0.016
16325	0	0.0000	0	1.869	-37.949	38.603	-0.12	-10.56	-18.32	-0.043	0.036	-0.011
16332	0	0.0000	0	1.950	-37.899	38.625	-0.28	-10.67	-18.69	-0.061	0.032	-0.013
16339	0	0.0000	0	2.033	-37.846	38.648	-0.52	-10.69	-18.54	-0.065	0.034	0.002
16345	0	0.0000	0	2.112	-37.794	38.666	-0.96	-10.62	-18.91	-0.062	0.002	0.016
16352	0	0.0000	0	2.186	-37.744	38.682	-1.66	-10.43	-19.15	-0.051	-0.015	0.018
16359	0	0.0000	0	2.256	-37.694	38.695	-2.04	-10.73	-19.62	-0.032	-0.031	0.035
16366	0	0.0000	0	2.332	-37.643	38.712	-2.10	-10.81	-19.80	-0.029	-0.040	0.042
16373	0	0.0000	0	2.408	-37.593	38.730	-2.53	-11.11	-19.92	-0.005	0.001	0.046
16381	0	0.0000	0	2.490	-37.539	38.751	-2.36	-11.67	-20.06	0.017	0.004	0.045
16388	0	0.0000	0	2.572	-37.486	38.771	-2.23	-12.00	-20.82	0.032	0.006	0.063
16395	0	0.0000	0	2.650	-37.435	38.790	-2.23	-12.44	-21.43	0.023	0.011	0.043
16402	0	0.0000	0	2.722	-37.388	38.808	-2.16	-12.39	-22.07	0.049	0.002	0.036
16409	0	0.0000	0	2.792	-37.343	38.825	-2.22	-12.55	-22.49	0.044	-0.012	0.007
16416	0	0.0000	0	2.860	-37.299	38.842	-2.61	-12.48	-22.59	0.047	-0.002	-0.022
16423	0	0.0000	0	2.925	-37.256	38.858	-2.75	-12.77	-22.27	0.039	0.006	-0.030
16430	0	0.0000	0	2.991	-37.213	38.874	-3.11	-12.78	-22.54	0.018	-0.021	-0.060
16437	0	0.0000	0	3.058	-37.167	38.888	-3.04	-12.77	-23.14	-0.002	-0.006	-0.049
16444	0	0.0000	0	3.138	-37.115	38.907	-2.82	-12.92	-24.06	-0.036	-0.001	-0.040
16451	0	0.0000	0	3.221	-37.056	38.923	-1.95	-12.81	-25.25	-0.054	-0.002	-0.014
16458	0	0.0000	0	3.305	-36.997	38.940	-0.99	-12.81	-26.63	-0.079	-0.005	-0.002
16465	0	0.0000	0	3.388	-36.938	38.956	-0.90	-12.87	-27.72	-0.084	0.008	0.011
16472	0	0.0000	0	3.468	-36.881	38.970	-0.64	-13.17	-28.10	-0.072	0.005	-0.001
16479	0	0.0000	0	3.546	-36.825	38.984	-0.75	-13.37	-27.79	-0.058	0.008	0.004
16486	0	0.0000	0	3.623	-36.769	38.998	-1.07	-13.52	-27.84	-0.015	0.020	-0.005
16494	0	0.0000	0	3.712	-36.705	39.013	-1.11	-13.81	-27.62	0.003	0.017	-0.001
16501	0	0.0000	0	3.809	-36.635	39.030	-0.92	-13.78	-27.42	0.038	-0.003	-0.015
16508	0	0.0000	0	3.909	-36.562	39.047	-0.63	-13.83	-27.98	0.041	-0.015	-0.010
16515	0	0.0000	0	4.020	-36.481	39.066	0.36	-13.76	-28.61	0.028	0.001	0.001
16522	0	0.0000	0	4.138	-36.394	39.086	1.26	-14.14	-28.82	0.028	-0.010	0.002
16529	0	0.0000	0	4.259	-36.305	39.106	2.39	-14.26	-29.29	0.016	-0.023	0.013
16536	0	0.0000	0	4.376	-36.219	39.125	3.17	-14.32	-29.61	0.005	-0.031	0.022
16543	0	0.0000	0	4.487	-36.136	39.142	3.72	-13.89	-29.53	-0.001	-0.050	0.007
16550	0	0.0000	0	4.593	-36.055	39.156	3.79	-13.40	-29.13	-0.006	-0.040	0.004
16558	0	0.0000	0	4.704	-35.971	39.172	3.21	-13.01	-28.73	0.020	-0.046	-0.019
16565	0	0.0000	0	4.805	-35.896	39.188	2.46	-12.61	-27.64	0.021	-0.054	-0.017
16572	0	0.0000	0	4.914	-35.818	39.208	1.94	-12.10	-26.79	0.029	-0.031	-0.056
16579	0	0.0000	0	5.037	-35.733	39.233	2.39	-12.18	-25.67	0.023	0.002	-0.066
16586	0	0.0000	0	5.176	-35.638	39.263	2.36	-11.94	-25.68	0.020	0.007	-0.056
16593	0	0.0000	0	5.327	-35.534	39.295	2.62	-11.43	-25.69	0.012	0.050	-0.034
16600	0	0.0000	0	5.482	-35.429	39.329	3.22	-10.98	-26.01	-0.006	0.044	-0.014
16607	0	0.0000	0	5.638	-35.322	39.361	3.93	-10.54	-26.10	-0.020	0.052	-0.002
16614	0	0.0000	0	5.781	-35.220	39.389	3.72	-9.68	-25.59	-0.017	0.046	0.004
16620	0	0.0000	0	5.914	-35.129	39.417	3.95	-9.42	-24.81	-0.035	0.027	0.001
16628	0	0.0000	0	6.025	-35.049	39.436	2.89	-8.83	-23.18	0.003	0.019	-0.008
16634	0	0.0000	0	6.120	-34.978	39.451	1.42	-8.53	-21.06	0.033	0.008	-0.032
16641	0	0.0000	0	6.212	-34.909	39.464	0.49	-7.69	-19.27	0.029	-0.018	-0.031
16648	0	0.0000	0	6.307	-34.835	39.476	0.17	-7.07	-18.31	0.043	-0.037	-0.028
16655	0	0.0000	0	6.403	-34.757	39.484	0.11	-6.11	-18.05	0.030	-0.054	0.001
16662	0	0.0000	0	6.504	-34.673	39.492	0.40	-4.98	-17.87	0.002	-0.054	0.027
16670	0	0.0000	0	6.605	-34.589	39.499	1.00	-4.24	-18.17	-0.024	-0.052	0.065
16677	0	0.0000	0	6.694	-34.516	39.506	1.58	-3.82	-17.58	-0.050	-0.034	0.074
16684	0	0.0000	0	6.765	-34.455	39.509	1.36	-3.55	-16.36	-0.063	0.003	0.049
16691	0	0.0000	0	6.824	-34.404	39.512	1.01	-3.61	-15.21	-0.055	0.025	0.033
16698	0	0.0000	0	6.866	-34.364	39.510	0.24	-3.28	-13.50	-0.022	0.032	0.005
16705	0	0.0000	0	6.898	-34.330	39.505	-0.46	-2.72	-11.56	-0.027	0.050	-0.031
16712	0	0.0000	0	6.933	-34.292	39.498	-0.90	-2.40	-10.38	0.002	0.058	-0.040
16719	0	0.0000	0	6.966	-34.254	39.490	-1.20	-1.94	-9.49	0.022	0.053	-0.053
16726	0	0.0000	0	6.999	-34.216	39.483	-2.00	-1.25	-8.21	0.034	0.026	-0.055
16733	0	0.0000	0	7.039	-34.172	39.475	-2.42	-0.42	-7.04	0.046	0.003	-0.056
16740	0	0.0000	0	7.082	-34.129	39.471	-2.42	-0.07	-5.91	0.053	-0.003	-0.052
16747	0	0.0000	0	7.128	-34.083	39.466	-3.00	0.54	-5.31	0.056	-0.018	-0.031
16754	0	0.0000	0	7.170	-34.043	39.465	-3.19	1.17	-4.69	0.045	-0.039	-0.006
16761	0	0.0000	0	7.205	-34.011	39.464	-3.47	1.63	-4.23	0.030	-0.044	-0.007
16768	0	0.0000	0	7.226	-33.992	39.464	-3.93	1.59	-2.89	0.021	-0.030	0.019
16775	0	0.0000	0	7.232	-33.985	39.462	-4.84	1.60	-1.58	0.015	-0.012	0.021
16782	0	0.0000	0	7.221	-33.989	39.457	-6.13	1.32	-0.31	0.016	0.002	0.033
16789	0	0.0000	0	7.201	-33.997	39.447	-7.01	1.49	0.29	0.018	0.032	0.048
16796	0	0.0000	0	7.167	-34.014	39.433	-8.75	2.19	0.91	0.012	0.023	0.051
16803	0	0.0000	0	7.123	-34.033	39.414	-10.46	2.67	0.44	0.006	0.016	0.078
16810	0	0.0000	0	7.076	-34.055	39.393	-11.05	3.03	-0.06	-0.007	0.031	0.102
16817	0	0.0000	0	7.027	-34.078	39.373	-11.31	2.69	-0.84	-0.023	0.028	0.120
16824	0	0.0000	0	6.972	-34.105	39.351	-12.46	2.48	-2.34	-0.032	0.031	0.117
16831	0	0.0000	0	6.907	-34.141	39.328	-13.82	2.03	-2.95	-0.029	0.038	0.078
16838	0	0.0000	0	6.826	-34.188	39.303	-15.27	0.98	-3.31	-0.022	0.042	0.042
16845	0	0.0000	0	6.741	-34.238	39.278	-16.92	-0.26	-4.02	-0.003	0.045	0.014
16852	0	0.0000	0	6.648	-34.292	39.248	-18.36	-0.72	-4.64	0.007	0.042	-0.016
16859	0	0.0000	0	6.547	-34.348	39.213	-20.17	-1.60	-5.87	0.025	0.034	-0.038
16866	0	0.0000	0	6.451	-34.397	39.176	-22.28	-2.61	-7.30	0.035	0.020	-0.045
16873	0	0.0000	0	6.356	-34.441	39.136	-23.73	-4.27	-8.52	0.040	0.018	-0.055
16880	0	0.0000	0	6.261	-34.483	39.093	-24.67	-5.19	-9.19	0.026	-0.009	-0.054
16887	0	0.0000	0	6.166	-34.519	39.044	-26.18	-6.25	-10.85	0.011	-0.006	-0.042
16894	0	0.0000	0	6.073	-34.547	38.989	-27.64	-6.33	-12.49	0.003	-0.035	-0.006
16901	0	0.0000	0	5.976	-34.576	38.932	-28.98	-6.82	-13.93	0.008	-0.045	0.007
16908	0	0.0000	0	5.876	-34.606	38.874	-30.40	-7.51	-14.88	-0.008	-0.057	0.007
16915	0	0.0000	0	5.769	-34.641	38.814	-31.28	-7.86	-15.24	-0.002	-0.056	0.001
16923	0	0.0000	0	5.655	-34.682	38.753	-32.84	-8.51	-15.46	-0.010	-0.061	-0.006
16930	0	0.0000	0	5.544	-34.723	38.696	-34.18	-8.70	-16.16	-0.013	-0.054	-0.011
16937	0	0.0000	0	5.433	-34.766	38.640	-35.15	-8.76	-16.39	-0.025	-0.031	-0.014
16944	0	0.0000	0	5.320	-34.814	38.587	-35.44	-9.61	-16.73	-0.035	0.003	-0.025
16951	0	0.0000	0	5.201	-34.867	38.534	-35.51	-10.16	-16.75	-0.057	0.026	-0.028
16958	0	0.0000	0	5.082	-34.921	38.482	-35.08	-11.20	-16.66	-0.063	0.058	-0.030
16965	0	0.0000	0	4.954	-34.980	38.427	-34.52	-12.57	-15.96	-0.081	0.075	-0.030
16972	0	0.0000	0	4.817	-35.043	38.367	-34.29	-13.02	-15.63	-0.066	0.058	-0.033
16979	0	0.0000	0	4.669	-35.105	38.298	-34.60	-12.26	-16.08	-0.052	0.037	-0.020
16986	0	0.0000	0	4.515	-35.166	38.222	-34.54	-11.70	-16.81	-0.020	-0.015	0.019
16993	0	0.0000	0	4.361	-35.225	38.143	-34.59	-10.22	-17.93	0.009	-0.047	0.043
17000	0	0.0000	0	4.210	-35.281	38.065	-34.43	-9.29	-18.81	0.014	-0.076	0.059
17007	0	0.0000	0	4.061	-35.337	37.988	-33.83	-8.98	-19.71	0.026	-0.086	0.062
17014	0	0.0000	0	3.931	-35.389	37.924	-32.67	-9.63	-20.01	0.034	-0.051	0.062
17021	0	0.0000	0	3.808	-35.441	37.867	-31.60	-10.25	-19.93	0.012	-0.020	0.041
17028	0	0.0000	0	3.695	-35.488	37.814	-30.07	-11.41	-19.88	-0.009	0.027	0.048
17035	0	0.0000	0	3.591	-35.533	37.765	-29.10	-12.21	-20.58	-0.009	0.057	0.016
17042	0	0.0000	0	3.482	-35.577	37.712	-27.90	-12.95	-21.15	-0.019	0.065	0.009
17049	0	0.0000	0	3.378	-35.615	37.658	-27.52	-13.36	-22.07	-0.007	0.060	-0.002
17056	0	0.0000	0	3.267	-35.656	37.600	-27.67	-13.94	-22.82	-0.012	0.063	-0.005
17063	0	0.0000	0	3.173	-35.682	37.543	-26.12	-15.32	-24.89	-0.014	0.051	0.009
17071	0	0.0000	0	3.079	-35.707	37.485	-25.85	-16.23	-27.01	0.021	0.040	0.007
17078	0	0.0000	0	2.991	-35.728	37.427	-27.25	-16.69	-28.42	0.054	0.010	-0.001
17085	0	0.0000	0	2.909	-35.745	37.372	-29.09	-17.32	-29.23	0.092	-0.009	-0.023
17092	0	0.0000	0	2.838	-35.759	37.323	-29.41	-18.90	-29.76	0.107	0.002	-0.041
17099	0	0.0000	0	2.790	-35.760	37.282	-29.88	-21.05	-30.63	0.098	-0.010	-0.055
17106	0	0.0000	0	2.764	-35.747	37.247	-30.78	-22.51	-32.18	0.082	-0.022	-0.034
17113	0	0.0000	0	2.749	-35.727	37.214	-31.82	-23.87	-33.80	0.074	-0.028	-0.026
17120	0	0.0000	0	2.748	-35.699	37.185	-32.26	-24.96	-34.80	0.052	-0.033	-0.034
17127	0	0.0000	0	2.748	-35.669	37.156	-33.58	-26.66	-35.91	0.028	-0.022	-0.024
17134	0	0.0000	0	2.749	-35.640	37.129	-34.71	-28.89	-36.24	0.004	0.000	-0.030
17141	0	0.0000	0	2.746	-35.614	37.102	-36.28	-31.07	-37.05	-0.012	0.026	-0.034
17148	0	0.0000	0	2.738	-35.592	37.072	-37.87	-32.91	-37.95	-0.020	0.043	-0.019
17155	0	0.0000	0	2.719	-35.573	37.037	-38.42	-34.08	-38.34	-0.037	0.047	0.002
17162	0	0.0000	0	2.685	-35.564	36.998	-39.77	-35.83	-39.58	-0.050	0.048	0.012
17169	0	0.0000	0	2.642	-35.561	36.958	-41.03	-37.22	-40.73	-0.076	0.034	0.031
17176	0	0.0000	0	2.590	-35.567	36.918	-42.28	-38.78	-41.94	-0.085	0.007	0.056
17183	0	0.0000	0	2.531	-35.582	36.880	-43.19	-39.98	-43.32	-0.081	-0.008	0.055
17190	0	0.0000	0	2.468	-35.604	36.846	-43.96	-41.16	-43.37	-0.068	-0.023	0.047
17197	0	0.0000	0	2.405	-35.631	36.818	-44.81	-42.61	-44.04	-0.040	-0.036	0.024
17204	0	0.0000	0	2.337	-35.666	36.792	-46.58	-43.91	-44.04	-0.021	-0.043	-0.007
17211	0	0.0000	0	2.278	-35.698	36.771	-47.55	-44.89	-44.41	0.014	-0.046	-0.015
17218	0	0.0000	0	2.228	-35.722	36.751	-48.21	-46.03	-45.46	0.014	-0.053	-0.030
17225	0	0.0000	0	2.191	-35.738	36.733	-48.23	-46.48	-46.26	0.008	-0.059	-0.016
17232	0	0.0000	0	2.168	-35.743	36.718	-47.92	-47.30	-48.71	0.024	-0.052	0.002
